,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,year,cast,crew,keywords,movieId,imdbId,tmdbId,score
26946,26946,26946,26946,False,,260000,"Drama,Romance",,90957,tt0024130,English,Hold Your Man,"Ruby falls in love with small-time con man Eddie. During a botched blackmail scheme, Eddie accidentally kills the man they were setting up. Eddie takes off and Ruby is sent to a reformatory for two years.",0.237941,http://img.omdbapi.com/?i=tt0024130&h=600&apikey=f3f2af9c,Metro-Goldwyn-Mayer_(MGM),United_States_of_America,1933-07-07,0.0,87.0,English,Released,THE STARS YOU LOVE TO SEE MAKING LOVE!,Hold Your Man,False,2.7,5.0,1933,"Ruby Adams-Jean Harlow,Eddie Hall-Clark Gable,Al Simpson-Stuart Erwin,Gypsy-Dorothy Burgess,Bertha-Muriel Kirkland,Slim-Garry Owen,Sadie-Barbara Barondess,Miss Tuttle-Elizabeth Patterson,Maizie-Inez Courtney,Mrs. Wagner-Blanche Friderici,Miss Davis-Helen Freeman,Elite Club Attendant (uncredited)-Louise Beavers,Policeman at Reformatory (uncredited)-Ben Taggart,Clergyman in Alternate Version (uncredited)-Henry B. Walthall",Sam Wood,"blackmail,con artist",,,,26.055567105626242
26486,26486,26486,26486,False,,0,Drama,,33030,tt0031477,English,In Name Only,A wealthy man falls for a widow but is locked into a loveless marriage with a woman who has contrived to convince his parents she is the ideal wife.,0.839403,http://img.omdbapi.com/?i=tt0031477&h=600&apikey=f3f2af9c,RKO_Radio_Pictures,United_States_of_America,1939-08-18,0.0,94.0,English,Released,,In Name Only,False,6.4,14.0,1939,"Julie Eden-Carole Lombard,Alec Walker-Cary Grant,Maida Walker-Kay Francis,Richard Walker-Charles Coburn,Suzanne-Helen Vinson,Laura-Katharine Alexander,Dr. Gateson-Jonathan Hale,Mrs. Walker-Nella Walker,Charley-Alan Baxter,Dr. Muller-Maurice Moscovitch,Ellen-Peggy Ann Garner,Gardener-Spencer Charters,Black Waiter on Train (uncredited)-James Adamson,Farmer on Truck (uncredited)-Arthur Aylesworth,Hospital Elevator Operator (uncredited)-Lloyd Ingraham,Manager - Tony's Cafe (uncredited)-Frank Puglia,Paul Graham - Escort (uncredited)-Grady Sutton,Bellhop #1-Jack Chapin,Archie Duross-Charles Coleman,Head Train Steward-John Dilson,Hotel Chambermaid-Fern Emmett,Night Clerk-Edward Fliegle,Owen - Clerk-Byron Foulger,Yawning Hospital Attendant-Gus Glassmire,Steward-Gordon Douglas,Train Waiter-Jesse Graves,Party Guest-Sam Harris,Bellhop Bringing Bottle-Harold Hoff,John - Chauffeur-John Laing,Nurse at Desk-Mary MacLaren,Boat Passenger-Harriet Matthews,Waiter at Tony's-Tony Merlo,Boat Passenger-Harold Miller,Bartender-Frank Mills,College Man Asking About Game-Bert Moorhouse,Party Guest-Clive Morgan,Boat Passenger-Sandra Morgan,Dr. Hastings at Hotel-George Rosener,Hotel Manager / Amorous House Detective-Robert Strange,Party Guest-Kathryn Wilson,Party Guest-Florence Wix,Joe - Bellhop-Allen Wood",John Cromwell,"widow,pneumonia,car crash,wealthy,single mother,double cross,duplicity,loveless marriage,hospitalization,country cottage,scheming wife,manipulative woman",,,,26.055567105626242
25456,25456,25456,25456,False,,0,Drama,,57387,tt1235853,French,Contre toi,"Stockholm Syndrome.  Feelings arise between a young kidnapper and his victim, a woman surgeon. He seeks revenge for a medical accident that prevents him from living peacefully and decides to kidnapp the woman he holds responsible. When the latter manage to escape, she can't stop to meet her kidnapper again, for reasons of love and of vengeance.",0.460063,http://img.omdbapi.com/?i=tt1235853&h=600&apikey=f3f2af9c,"Mars_Films,Canal+,CinéCinéma,Ce_Qui_Me_Meut_Motion_Pictures,ARD_Degeto_Film,La_Banque_Postale_Image_3,Origami_Films,Soficinéma_5,Région_Poitou-Charentes,Département_de_la_Charente",France,2010-11-04,0.0,85.0,Français,Released,,In Your Hands,False,6.1,8.0,2010,"Anna-Kristin Scott Thomas,Yann-Pio Marmaï,Policier déposition-Jean-Philippe Ecoffey,Caroline-Marie-Sohna Condé,la concierge-Marie-Christine Orry,Milène-Vinciane Millereau,policier accueil-Sophie Fougère,Michel-Jean-Louis Tribes,policier-Laurent Cyr,La mère d'Anna (voice)-Noëlle Boisson,Policier-Olivier Galliano,La mère de Yann (voice)-Mic Cheminal,Le concierge (voice)-Alain Lévy,La secrétaire (voice)-Marie Da Costa,Le fils de Michel (voice)-Stanislas Thuret",Lola Doillon,woman director,,,,26.055567105626242
24753,24753,24753,24753,False,,0,"Action,Drama,War",,74974,tt0088934,English,Code Name: Emerald,"In april 1944, an allied agent is sent to France in order to rescue an ""overlord"" captured by the Germans. (An ""overlord"" is one of the few men who knew the date and place of the ""D"" day). To achieve this goal, he will be supported by a secret friend of the allies, a very important German officer and the French resistance. But the nazi SS is not resting...",0.658885,http://img.omdbapi.com/?i=tt0088934&h=600&apikey=f3f2af9c,"NBC,Metro-Goldwyn-Mayer_(MGM)",United_States_of_America,1985-09-07,0.0,95.0,English,Released,,Code Name: Emerald,False,6.0,2.0,1985,"Gus Lang-Ed Harris,Jürgen Brausch-Max von Sydow,Walter Hoffman-Horst Buchholz,Ernst Ritter-Helmut Berger,Claire Jouvet-Cyrielle Clair,Andy Wheeler-Eric Stoltz,Colonel Peters-Patrick Stewart,Sir Geoffrey Macklin-Graham Crowden,Major Seltz-George Mikell,Dieter Träger-Gabriel Barylli,Johann-Peter Bonke,Patrick Callaghan-Tony Rohr,Andre-Henri Lambert,Willoughby-Ray Armstrong,Jasmine-Julie Jézéquel",Jonathan Sanger,,,,,26.055567105626242
24102,24102,24102,24102,False,,15,Music,,212769,tt1828959,English,Make Your Move,A pair of star-crossed dancers in New York find themselves at the center of a bitter rivalry between their brothers' underground dance clubs.,6.792607,http://img.omdbapi.com/?i=tt1828959&h=600&apikey=f3f2af9c,CJ_Entertainment,South_Korea,2013-08-07,122.0,110.0,English,Released,Move to your beat. Move to your moment. Move to your love.,Make Your Move,False,6.2,30.0,2013,"Donny-Derek Hough,Aya-BoA,Kaz-Will Yun Lee,Tatiana-Izabella Miko,Natsumi-Miki Ishikawa,Nick-Wesley Jonathan,Raphael-Michael Mando,Parole Officer Foster-Dan Lauria,Camille Young-Mary Ashton,Rei-Tiffany Daniels,Child Drummer-Kolton Stewart",Duane Adler,,,,,26.055567105626242
23371,23371,23371,23371,False,,1000000,"Drama,Romance,Science_Fiction",http://inyoureyesmovie.com,226448,tt2101569,English,In Your Eyes,"Two seemingly unconnected souls from different corners of the United States make a telepathic bond that allows them to see, hear and feel the other's experiences, creating a bond that apparently can't be broken.",8.448518,http://img.omdbapi.com/?i=tt2101569&h=600&apikey=f3f2af9c,"Night_and_Day_Pictures,Bellwether_Pictures",United_States_of_America,2014-04-20,0.0,105.0,English,Released,Two strangers. One extraordinary connection.,In Your Eyes,False,7.1,275.0,2014,"Rebecca Porter-Zoe Kazan,Dylan Kershaw-Michael Stahl-David,Donna-Nikki Reed,Diane-Jennifer Grey,Phillip-Mark Feuerstein,Bo-Steve Howey,Lyle-David Gallagher,Giddons-Steve Harris,Dr. Maynard-Reed Birney,Male Nurse-Tom Choi,Stan-Bill Thorpe",Brin Hill,"telepathy,new mexico,loneliness,ex-con,offbeat",,,,26.055567105626242
22021,22021,22021,22021,False,,1030064,"Drama,Romance,Thriller",,157370,tt1311071,English,Kill Your Darlings,"A murder in 1944 draws together the great poets of the beat generation: Allen Ginsberg, Jack Kerouac and William Burroughs.",7.075031,http://img.omdbapi.com/?i=tt1311071&h=600&apikey=f3f2af9c,Killer_Films,United_States_of_America,2013-10-04,0.0,104.0,English,Released,A true story of obsession and murder.,Kill Your Darlings,False,7.1,455.0,2013,"Allen Ginsberg-Daniel Radcliffe,Lucien Carr-Dane DeHaan,Edie Parker-Elizabeth Olsen,David Kammerer-Michael C. Hall,William Burroughs-Ben Foster,Jack Kerouac-Jack Huston,Naomi Ginsberg-Jennifer Jason Leigh,Marian Carr-Kyra Sedgwick,Louis Ginsberg-David Cross,Dean-David Rasche,Professor Steeves-John Cullum,Permissions Librarian-Brenda Wehle,Gwendolyn-Erin Darke,Businessman-Craig Chester,DA Secretary-Lenore Harris,Edith Cohen-Leslie Meisel",John Krokidas,,,,,26.055567105626242
40355,40355,40355,40355,False,,0,"Drama,Comedy",,258322,tt3425034,Italian,Allacciate le cinture,"Elena (Kasia Smutniak) and Antonio (Francesco Arca) seem not to be made for each other. They are too different in terms of character, life choices, worldview, and the way they relate to others. They are total opposites. However, they are overwhelmed by a mutual attraction they're trying hard to avoid; but to which they succumb to. This dramedy on relationships also gets a very credible performance from Paola Miraccione, who plays the tragic, albeit funny, character Egle.",2.973264,http://img.omdbapi.com/?i=tt3425034&h=600&apikey=f3f2af9c,"Rai_Cinema,Apulia_Film_Commission,R&C_Produzioni,Faros_Film",Italy,2014-03-06,5260000.0,110.0,Italiano,Released,,Fasten Your Seatbelts,False,6.8,52.0,2014,"Elena-Kasia Smutniak,Antonio-Francesco Arca,Fabio-Filippo Scicchitano,Silvia-Carolina Crescentini,Viviana / Dora-Elena Sofia Ricci,Giorgio-Francesco Scianna,Anna-Carla Signoris,Egle Santini-Paola Minaccioni,Diana-Giulia Michelini,Maricla-Luisa Ranieri,Guenda-Maria Sole Piccinni,Dott.ssa Paola-Francesca Romana Verzaro",Ferzan Ozpetek,disease,,,,26.055567105626242
21358,21358,21358,21358,False,,0,"Drama,Comedy",http://www.pathefilms.com/film/le-prenom,112198,tt2179121,French,Le Prénom,"Vincent, a wealthy real estate agent, is invited to dinner by his sister Elizabeth and her husband Peter, both professors in Paris. Claude, a childhood friend and trombonist in a symphony orchestra, is also present. Vincent brings news from the prenatal examination of his and his wife Anna's unborn son.  The name chosen by the soon-to-be parents strongly offends the others for many reasons. The dispute between the guests quickly escalates and before long the resurgence of old grudges and hidden secrets is unavoidable ...",7.038718,http://img.omdbapi.com/?i=tt2179121&h=600&apikey=f3f2af9c,"M6_Films,TF1_Films_Production,Canal+,Nexus_Factory,Pathé,uFilm,M6,Le_Tax_Shelter_du_Gouvernement_Fédéral_de_Belgique,Chapter_2,uFund","France,Belgium",2012-04-25,0.0,109.0,"Français,Deutsch",Released,A child is the beginning of happiness. A name is the beginning of despair.,What's in a Name,False,7.2,433.0,2012,"Vincent-Patrick Bruel,Élisabeth-Valérie Benguigui,Pierre-Charles Berling,Claude-Guillaume de Tonquédec,Anna-Judith El Zein,Françoise-Françoise Fabian,Livreur pizza-Yaniss Lespert,Infirmière bracelet-Miren Pradier,Apollin-Alexis Leprise,Myrtille-Juliette Levant,L'obstétricien-Bernard Murat",Alexandre de La Patellière,,,,,26.055567105626242
20918,20918,20918,20918,False,,0,"Drama,Action,Thriller,Science_Fiction,Foreign",,78432,tt1410272,German,Min Dit: The Children of Diyarbakir,"After their parents are murdered, two young Kurdish children are forced to live on the street",0.521868,http://img.omdbapi.com/?i=tt1410272&h=600&apikey=f3f2af9c,"Corazón_International,Bezar_Film",Germany,2009-09-19,0.0,102.0,"Deutsch,,Türkçe",Released,,Before Your Eyes,False,7.4,7.0,2009,"Gülîstan-Senay Orak,Firat-Muhammed Al,Nuri Kaya-Hakan Karsak,Zelal-Suzan Ilir,Dilan 'Dilara'-Berîvan Ayaz",Miraz Bezar,,,,,26.055567105626242
20210,20210,20210,20210,False,,0,Comedy,,61658,tt0419673,French,Dans tes rêves,"Ninth is a promising young rapper whose reputation does not exceed even the few streets of his neighborhood. With his band and supported by Keuj, hairdresser apprentice producer, he tries to attend concerts and trying to break into the music, to the chagrin of his mother, who would see him in a more conventional career at the post office...",0.590099,http://img.omdbapi.com/?i=tt0419673&h=600&apikey=f3f2af9c,,France,2005-04-13,0.0,0.0,Français,Released,,In Your Dreams,False,5.0,2.0,2005,"Ixe-Sérigne M'Baye,Soraya-Blandine Bury,Ben-Vincent Elbaz,La femme de Keuj-Sara Martins,Keuj-Edouard Montoute,Ava-Béatrice Dalle,Jenny-Léa Drucker,Wilson-Simon Abkarian,Mike-Jean-Pierre Cassel,Nicaise-Firmine Richard,Mojo-Alex Descas,Belly-Khalid Maadour,Gun-Tony Harrisson,Acteur-Gianni Giardinelli,Régis-Simon Buret,Acteur-Ali Karamoko",Denis Thybaud,,,,,26.055567105626242
18331,18331,18331,18331,False,,0,Documentary,http://singyoursongthemovie.com/,91367,tt1787797,English,Sing Your Song,"Most people know the lasting legacy of Harry Belafonte, the entertainer. This film unearths his significant contribution to and his leadership in the civil rights movement in America and to social justice globally.",0.216307,http://img.omdbapi.com/?i=tt1787797&h=600&apikey=f3f2af9c,,United_States_of_America,2012-01-13,29110.0,103.0,English,Released,,Sing Your Song,False,7.5,4.0,2012,"Himself-Harry Belafonte,Himself-Sidney Poitier,Herself-Marge Champion,Herself-Fran Scott Attaway,Himself-Julian Bond,Himself-George Schlatter,Herself-Adrienne Belafonte-Biesmeyer,Herself-Diahann Carroll,Himself-Mike Merrick,Herself-Julie Robinson",Susanne Rostock\t,woman director,,,,26.055567105626242
8864,8864,8864,8864,False,,0,"Drama,Comedy,Crime,Romance",,32689,tt0086153,French,Prénom Carmen,"The protagonist is Carmen X, a female member of a terrorist gang. She asks her uncle Jean, a washed-up film director if she can borrow his beachside house to make a film with some friends, but they are in fact planning to rob a bank. During the robbery she falls in love with a security guard. The film intercuts between Carmen's escape with the guard, her uncle's attempt to make a comeback film, and a string quartet attempting to perform Beethoven.",2.094005,http://img.omdbapi.com/?i=tt0086153&h=600&apikey=f3f2af9c,"Films_A2,Sara_Films,JLG_Films",France,1983-09-04,0.0,85.0,Français,Released,,First Name: Carmen,False,7.1,16.0,1983,"Carmen X-Maruschka Detmers,Joseph Bonnaffé-Jacques Bonnaffé,Claire-Myriem Roussel,Le chef-Christophe Odent,Oncle Jeannot-Jean-Luc Godard,La nourrice / Wet nurse-Valérie Dréville",Jean-Luc Godard,"male nudity,female nudity,sex,robbery,based on novel,terrorist,bank,hostage,eroticism,kidnapping,nudity,guard,love,money,gang,blood",32689.0,84591.0,31944.0,26.055567105626242
35663,35663,35663,35663,False,,0,"Action,Comedy",http://jakal.co.kr/index.htm,159230,tt2652756,Korean,자칼이 온다,"Clumsy and off-the-wall hit man Bong Min-jung (Song Ji-hyo) is hired to kill top Hallyu star Choi Hyun (Kim Jaejoong). She ambushes him at Paradise Hotel in Seong-ju where the cops are on a stakeout for serial killer ""Jackal"". However Min-jung realizes that Hyun is her favorite star, and Hyun finds out that her client is his ex-girlfriend. Then Angela arrives and the two meet Hyun, her boy toy, she is unintentionally stabbed to death by Min-jung. Curious chemistry develops between the two, and he decides to help her.",1.322781,http://img.omdbapi.com/?i=tt2652756&h=600&apikey=f3f2af9c,"Lotte_Entertainment,Nomad_Films",South_Korea,2012-11-15,1261947.0,107.0,한국어/조선말,Released,,Code Name: Jackal,False,5.4,16.0,2012,"Bong Min-jung-Song Ji-hyo,Choi Hyun-Kim Jae-joong,Team Leader Shin-Han Sang-jin,Chief Detective Ma-Oh Dal-su,Angela-Kim Sung-ryung",Bae Hyeong-jun,,,,,26.055567105626242
3255,3255,3255,3255,False,,0,"Fantasy,Drama,Comedy",,12186,tt0101698,English,Defending Your Life,"In an afterlife resembling the present-day US, people must prove their worth by showing in court how they have demonstrated courage.",3.711347,http://img.omdbapi.com/?i=tt0101698&h=600&apikey=f3f2af9c,"Geffen_Pictures,Warner_Bros.",United_States_of_America,1991-03-22,0.0,112.0,"English,日本語",Released,The first true story of what happens after you die.,Defending Your Life,False,6.5,65.0,1991,"Daniel Miller-Albert Brooks,Julia-Meryl Streep,Bob Diamond-Rip Torn,Lena Foster-Lee Grant,Agency Head-Michael Durrell,Daniel's Judge-Lillian Lehman,Daniel's Father-S. Scott Bullock,Dick Stanley, Daniel's substitute attorney-Buck Henry,Jeep Owner-James Eckhouse,Victorian Girl-Noley Thornton,Shirley MacLaine-Shirley MacLaine,Waitress-Mary Pat Gleason,Elderly Woman on Tram-Maxine Elliott Hicks,Comedian-Roger Behr,Martin-Alex Sheafe,Daniel's Judge-George Wallace,Steve-Ethan Embry",Albert Brooks,"heaven,afterlife",,,,26.055567105626242
2492,2492,2492,2492,False,,2900000,"Drama,Thriller",,1902,tt0125659,Spanish,Abre los ojos,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.",8.842959,http://img.omdbapi.com/?i=tt0125659&h=600&apikey=f3f2af9c,"Les_Films_Alain_Sarde,Las_Producciones_del_Escorpion,Lucky_Red,Canal+_España,Sociedad_General_de_Televisión_(Sogetel)",Spain,1997-12-19,368234.0,117.0,Español,Released,,Open Your Eyes,False,7.4,211.0,1997,"César-Eduardo Noriega,Sofía-Penélope Cruz,Antonio-Chete Lera,Pelayo-Fele Martínez,Núria-Najwa Nimri,Duvernois-Gérard Barray,Encargado L.E.-Jorge de Juan,Commisario-Miguel Palenzuela,Médico Jefe-Pedro Miguel Martínez,Recluso paranoico-Ion Gabella,Guardia-Joserra Cadiñanos,Camarero-Tristán Ulloa",Alejandro Amenábar,"love triangle,madrid,love of one's life,ladykiller,face operation,fall from skyscraper,virtual reality,life extension,car crash,best friend,psychiatrist,psychiatric",1902.0,116141.0,32284.0,26.055567105626242
45713,45713,45713,45713,False,,0,Comedy,,17725,tt0847830,English,Grow Your Own,An English community gets testy when a refugee family is granted a plot of land on which to grow vegetables.,0.832563,http://img.omdbapi.com/?i=tt0847830&h=600&apikey=f3f2af9c,,,2007-06-15,0.0,97.0,,Released,,Grow Your Own,False,6.2,6.0,2007,"Kung Sang-Benedict Wong,Little John-Eddie Marsan,Ali-Omid Djalili,Kenny-Alan Williams,Big John-Philip Jackson,Eddie-Pearce Quigley,Alice-Olivia Colman,Charlie-John Henshaw,Barbara-Joanna Scanlan,Nick-Mel Raido,Carla-Sarah Hadland,Miriam-Diveen Henry,Mike-Roland Manookian,Debbie-Sophie Stanton,Terry-Rodney Litchfield,Phoenix-Sophie Lee,Dragon-Jeffrey Li,George-Verelle Roberts,Soraya-Nathalie Armin,Soraya's Son-Luke Heald,Charlie's Wife-Deirdre Costello,Eddie's Wife-Alison Burrows,Immigration Officer-Margaret Blakemore,Desmond-Victor Power,Receptionist-Liz Hume Dawson,Security Guard-Gary Bird,Councillor-Stephanie Roscoe,BBC Weather Presenter/Herself-Dianne Oxberry",Richard Laxton,,,,,26.055567105626242
45344,45344,45344,45344,False,,0,Horror,,93890,tt0054724,English,I Eat Your Skin,"A cancer researcher on a remote Caribbean island discovers that by treating the natives with snake venom he can turn them into bug-eyed zombies. Uninterested in this information, the unfortunate man is forced by his evil employer to create an army of the creatures in order to conquer the world.",0.103605,http://img.omdbapi.com/?i=tt0054724&h=600&apikey=f3f2af9c,Iselin-Tenney_Productions_Inc.,United_States_of_America,1971-10-29,0.0,84.0,English,Released,,I Eat Your Skin,False,3.0,3.0,1971,"Jeannie Biladeau-Heather Hewitt,Coral Fairchild-Betty Hyatt Linton,Duncan Fairchild-Dan Stapleton,Tom Harris-William Joyce",Del Tenney,"grindhouse,zombie,snake venom",93890.0,68899.0,178535.0,26.055567105626242
